診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,支付規定
12021C,400,20120101,29101231,CEA（EIA/LIA）,癌胚胎抗原檢驗,"(檢查)12021C - 癌胚胎抗原檢驗 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
12022C,400,20120101,29101231,β-HCG（EIA/LIA）,乙型人類絨毛膜促性腺激素,null
12031C,250,20020501,29101231,IgE,免疫球蛋白Ｅ,null
12048C,275,20170501,29101231,Transferrin-Nephelometry,運鐵蛋白—免疫比濁法,null
12053C,330,20120101,29101231,ANA (antinuclear antibody) IFA,抗核抗體(間接免疫螢光法),null
12060C,300,20200901,29101231,Anti-DNA、Anti-dsDNA,DNA抗體,null
12068C,200,20200901,29101231,Thyroglobulin antibody,甲狀腺球蛋白抗體,null
12073C,800,20200101,29101231,Lymphocyte surface marker-Infectious disease,淋巴球表面標記－ 感染性疾病檢驗,"(檢查)12073C - 淋巴球表面標記－ 感染性疾病檢驗 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
12077C,400,20150901,29101231,CA-125 (EIA/LIA),ＣＡ–１２５腫瘤標記 (EIA/LIA法),null
12078C,400,20170501,29101231,CA-153 (EIA/LIA),ＣＡ–１５３腫瘤標記 (EIA/LIA法),null
12079C,400,20170501,29101231,CA-199 (EIA/LIA),ＣＡ–１９９腫瘤標記 (EIA/LIA法),null
12081C,400,20120101,29101231,PSA(prostate specific antigen) (EIA/LIA),攝護腺特異抗原(EIA/LIA法),null
12086C,1351,20200101,29101231,HLA-B27,人類白血球抗原 － HLA-B27,null
12106C,60,19950301,29101231,Tuberculin test,結核菌素測驗,null
12107C,315,20040701,29101231,Chlamydia Ab,披衣菌抗體,null
12111C,275,20020501,29101231,Microalbumin (Nephelometry),微白蛋白 （免疫比濁法）,null
12116C,300,20120101,29101231,Ferritin (EIA/LIA),鐵蛋白,null
12121C,360,20200101,29101231,TSH recepter Ab(EIA/LIA),甲促素結合體抗體,null
12123C,30,20120101,29101231,C-Reactive protein (Capillary ppt),C-反應蛋白(毛細管沉澱法),null
12125C,90,20120101,29101231,Streptococcus group B Ag-latex  agglutination,B型鏈球菌抗原 (乳膠凝集法),null
12129C,90,20060401,29101231,CSF quick test,腦脊髓液快速測定,null
12134C,200,20200901,29101231,Anti-TPO Ab,甲狀腺過氧化酶抗體,null
12151C,400,20170501,29101231,Homocysteine,同半胱胺酸,null
12165C,200,20200101,29101231,Streptococcus group A antigen (EIA),A群鏈球菌抗原,null
12172C,320,20170501,29101231,Pneumococcus Ag (urine),尿液肺炎球菌抗原,null
12178C,350,20040701,29101231,Adrenal antibody,腎上腺抗體,null
12179C,250,20120101,29101231,Aspergillus Ag,Aspergillus 抗原測定,null
12180C,397,20040701,29101231,Glutamic acid decarboxylase autoantibody,穀醯酸脫梭脢抗體,null
12181C,300,20040701,29101231,Acetylcholine receptor antibody,乙醯膽鹼抗體,null
12182C,1000,20040701,29101231,DNA qualitative amplification test,去氧核糖核酸類定性擴增試驗,null
12183C,1200,20040701,29101231,RNA qualitative amplification test,核糖核酸類定性擴增試驗,null
12184C,2000,20250501,29101231,DNA quantitative amplification test,去氧核糖核酸類定量擴增試驗,null
12185C,2229,20231001,29101231,RNA quantitative amplification test,核糖核酸類定量擴增試驗,null
12186C,2000,20040701,29101231,Chromosomal translocation gene recombination analysis by southern blot,染色體轉位基因重組之南方墨點法分析,null
12187C,4500,20040701,29101231,STR polymorphism analysis,短片段重覆序列多型性分析,null
12188C,1200,20040701,29101231,Chromosomal translocation fusion gene  analysis by RT-PCR,染色體轉位融合基因之反轉錄聚合脢連鎖反應分析,null
12189C,300,20120101,29101231,Chlamydia pneumoniae Ab IgM,肺炎披衣菌IgM,null
12190C,300,20120101,29101231,Chlamydia pneumoniae Ab IgG,肺炎披衣菌IgG,null
12191C,400,20120101,29101231,Legionella pneumophila Ag (urine),尿液退伍軍人菌抗原,null
12192C,1000,20120101,29101231,Procalcitonin (PCT),前降鈣素原,null
12193C,800,20200901,29101231,Pro-BNP/(BNP),B型利納肽(B型利納利尿胜肽),null
12198C,400,20120101,29101231,Free PSA (EIA/LIA),游離攝護腺特異抗原,null
12202C,2450,20220301,29101231,HCV Genotyping Test（RealTime PCR）,C型肝炎病毒核酸基因檢測－即時聚合酶連鎖反應法,null
12215C,1200,20231001,29101231,SARS-CoV-2 RNA qualitative amplification test,新型冠狀病毒核糖核酸定性擴增試驗,null
12216C,900,20231101,29101231,Hepatitis C core Ag,C型肝炎病毒核心抗原,null
12218C,1606,20250501,29101231,,二胺基酸攝護腺特異抗原前驅物(p2PSA)(EIA法),null
12219C,1067,20250501,29101231,Tyrosine phosphatase Autoantibody (IA-2Ab)(EIA),酪氨酸磷酸酶自體抗體(EIA法),null
13001C,40,19950301,29101231,"Sputum Routine (Include Crystal, Parasite)",痰液一般檢查（含括結晶， 寄生蟲）,"(檢查)13001C - 痰液一般檢查（含括結晶， 寄生蟲） 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13006C,45,19950301,29101231,,排泄物，滲出物及分泌物之細菌顯微鏡檢查,"(檢查)13006C - 排泄物，滲出物及分泌物之細菌顯微鏡檢查 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13007C,200,20231001,29101231,,細菌培養鑑定檢查(包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外),"(檢查)13007C - 細菌培養鑑定檢查(包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外) 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13008C,100,20231001,29101231,,細菌培養鑑定檢查（包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外），對同一檢體合併實施一般培養及厭氧性培養時加算二分之一,"(檢查)13008C - 細菌培養鑑定檢查（包括一般細菌、真菌、原蟲等為對象的培養鑑定，抗酸菌除外），對同一檢體合併實施一般培養及厭氧性培養時加算二分之一 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13009C,150,20170501,29101231,,細菌藥物敏感性試驗－ 1 菌種,null
13010C,230,20170501,29101231,,細菌藥物敏感性試驗－ 2 菌種,null
13011C,300,20170501,29101231,,細菌藥物敏感性試驗－ 3 菌種以上,null
13012C,180,20020501,29101231,Acid-fast culture,抗酸菌培養,null
13013C,200,20020501,29101231,,抗酸菌鑑定檢查,"(檢查)13013C - 抗酸菌鑑定檢查 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13015C,350,20020501,29101231,Sensitivity test of acid-fast,抗酸菌藥物敏感性試驗—四種藥物以上,null
13017C,75,20221201,29101231,KOH preparation,KOH顯微鏡檢查,"(檢查)13017C - KOH顯微鏡檢查 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13018C,200,20120101,29101231,Helicobacter pyroli test (Clo test),幽門桿菌檢驗,"(檢查)13018C - 幽門桿菌檢驗 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13020C,150,20170501,29101231,Bacteria MIC test (1 species) [(minimum inhibitory concentration MIC)],抗生素敏感性試驗(MIC法) 一菌種【抗微生物藥劑最低抑菌濃度 MIC】,null
13023C,300,20231001,29101231,Bacterial minimal inhibition concentration rapid detection,細菌最低抑制濃度快速試驗,null
13024C,200,20040701,29101231,Tuberculosis（T.B）test,結核菌檢驗,"(檢查)13024C - 結核菌檢驗 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13025C,74,20181201,29101231,,抗酸性濃縮抹片染色檢查,"(檢查)13025C - 抗酸性濃縮抹片染色檢查 審查原則：(113/1/1)
1.需符合檢查適應症，並有明確臨床需求。
2.應檢附檢查申請單及檢查報告。
3.重複檢查需間隔適當時間，並有明確臨床必要性說明。
4.檢查結果應詳細記錄於病歷。"
13026C,304,20181201,29101231,,抗酸菌培養(限同時使用固態培養基及具自動化偵測功能之液態培養系統),null
14005C,135,20181201,29101231,Herpes simpliex virus CF HSV Ab (each),單純疱疹病毒I II補體結合抗體(各項),null
14009C,200,20040701,29101231,Mumps CF virus Ab,腮腺炎病毒補體結合抗體,null
14025C,150,20040701,29101231,Entero virus type 70 Ab,腸內病毒70抗體,null
14026C,280,20200901,29101231,Rota virus Ag,輪狀病毒抗原,null
14027C,120,20040701,29101231,Rota virus Ab,輪狀病毒抗體,null
14030C,80,20250501,29101231,HBsAg-Latex,Ｂ型肝炎表面抗原(定性)-Latex,null
14031C,100,20250501,29101231,HBsAg-RPHA,Ｂ型肝炎表面抗原(定性)-RPHA,null
14032C,160,20250501,29101231,HBsAg-EIA/LIA,Ｂ型肝炎表面抗原(定性)-EIA/LIA,null
14033C,200,20120101,29101231,Anti HBs,Ｂ型肝炎表面抗體,"審查原則：  
依據《全民健康保險醫療服務給付項目及支付標準》第二部，本項為Ｂ型肝炎表面抗體檢驗。  
1. 申報必須符合臨床適應症，常見適用對象為孕婦、血液供應者、已接種疫苗者及其他高危族群。  
2. 病歷必須詳細記錄檢驗目的、醫師評估、檢驗程序與結果。  
3. 同一個患者於同一診療單位內同年度僅可申報一次，重複申報不予給付。  
4. 若檢驗屬於免疫力追蹤，亦需醫師評估並附醫學依據。  
5. 支付點數依表定標準計算。"
14034C,110,20120101,29101231,HBeAg--RPHA,B型肝炎e抗原檢查 HBeAg－RPHA 法,"(檢查)14034C - B型肝炎e抗原檢查 HBeAg－RPHA 法 審查原則：(113/04/01)

1. 申報條件  
   a. 病患必須為已確認 HBsAg 為陽性者，或因妊娠、抗病毒治療、移植前評估、或其他臨床醫師明確需要評估肝炎病毒複製活性之情形。  
   b. 必須由主治醫師以書面方式說明檢查適應症與臨床必要性，並於病歷中記錄。  
   c. 申報單須符合「醫療服務項目給付規定」之申報格式，並附上「檢查申請單」。

2. 應檢附文件  
   a. 檢查申請單（含醫師說明、病歷號碼、檢查適應症）。  
   b. 實驗室檢測報告（含檢驗方法、結果、參考值、檢測日期、檢驗人員簽名）。  
   c. 若檢測於醫院內部實驗室進行，需附實驗室資格證明及最新質量管理文件。  
   d. 如需特殊費用（如高成本檢測方法），需附「特殊檢測申請書」及醫師專業意見書。

3. 重複申報限制  
   a. 同一病患於 3 個月內不得重複申報此項目，除非有臨床上明確證明需加速監測（如治療反應不佳、肝功能惡化）。  
   b. 若因臨床需要需於 3 個月內重複，必須附醫師書面說明並說明重複檢測的醫療必要性；重複申報仍須經審查通過。

4. 特殊注意事項  
   a. HBeAg 檢測僅適用於「B 型肝炎」之血清學檢測，非用於「B 型肝炎病毒抗體」或「肝功能指標」的檢查。  
   b. 需於病歷中詳細記錄檢測結果、解讀及臨床建議，並於每次門診或住院時更新。  
   c. 該檢測可於醫院實驗室或具備「B型肝炎檢測合格證書」之外部實驗室進行，並須遵守「醫療實驗室質量管理規範」。  
   d. 若檢測結果為陽性，醫師應在 30 天內進行肝功能追蹤及必要的治療調整。"
14035C,250,20120101,29101231,HBeAg (EIA/LIA),B型肝炎e抗原檢查 HBeAg,"(檢查)14035C - B型肝炎e抗原檢查 HBeAg 審查原則：(2025/03/01)

1. 申報條件  
   - 必須符合下列適應症之一並在醫師處方單上明確說明臨床需求：  
     a. 慢性 B 型肝炎患者的病情評估及治療方案調整；  
     b. 產前檢查、孕婦胎兒感染風險評估；  
     c. 高危人群（如 HIV 同感染、肝移植候選人、血液透析患者）之監測；  
     d. 治療結束或停藥後的療效評估。  
   - 申報時必須附上相關診斷碼（ICD‑10）及醫師對應的臨床說明。

2. 應檢附文件  
   - 申請單（含診斷碼、檢查理由、醫師簽名及簽章）  
   - 試驗室檢驗報告（含測試方法、檢驗單位、結果、參考值範圍、檢驗者簽名）  
   - 患者同意書（如必要）  
   - 若為重複檢查，需附上前一次檢驗時間、結果及重複檢查的臨床必要性說明。

3. 重複申報限制  
   - 同一個診斷事件下，HBeAg 檢驗應以 30 天為最短間隔；若需更頻繁檢測，須經醫師專業評估並以書面說明列明臨床需求。  
   - 任何單一病人每個日曆年度內，允許申報不超過 4 次。  
   - 超過上述次數，需提交「重複檢驗申請書」並由主管醫師審核同意。

4. 特殊注意事項  
   - 該檢驗必須於國立健康保險主管檢驗機構或已獲核定之私人檢驗機構執行，並遵循 CLSI 或 CAP 標準。  
   - 申報單須標註「HBV‑HBeAg」之標籤，並以原始檢驗報告作為審核依據。  
   - 若檢驗結果為陽性，醫師須即時評估並制定或調整抗病毒治療方案；若陰性，仍需結合 ALT、HBV DNA 量測等其他指標做綜合判斷。  
   - 任何因檢驗過程中使用錯誤抗原盒、檢驗方法不符、或報告遲延等導致結果不正確的情況，將被視為不符合審查標準，並可能扣減給付。  
   - 本項目不包含 HBV DNA 定量或 HBV 病毒抗體（HBsAg）之測定，相關檢驗需另行申報。"
14036C,250,20120101,29101231,Anti-HBe（EIA/LIA）,Ｂ型肝炎Ｅ抗體檢查,"(檢查)14036C - Ｂ型肝炎Ｅ抗體檢查 審查原則：(2025/10/22)

1. 申報條件  
   a. 患者需符合下列適應症之一，且經醫師臨床評估後提出明確檢查需求：  
      ① 既往接種Ｂ型肝炎疫苗，需確認免疫效能；  
      ② 既往確診Ｂ型肝炎（HBV）或潛伏感染，需評估抗體免疫狀態；  
      ③ 孕婦、醫療保健工作者、血液制品接觸者等高危人群，需作為篩檢或風險評估；  
   b. 申報時必須提供醫師開立之檢查申請單（含檢查適應症說明）及患者身份證明文件。  

2. 應檢附文件  
   a. 申請單（含醫師臨床說明、適應症、檢查目的）  
   b. 患者身份證明（身分證、健保卡）  
   c. 先前之HBV抗體（HBsAb、HBcAb）檢驗報告（如有）  
   d. 完整之檢驗報告（含抗體滴度、報告日期、檢驗所使用的試劑批號、檢驗技術）  

3. 重複檢查限制  
   a. 同一次就診內不得重複申報同一項目；  
   b. 若為免疫跟蹤檢查，最短間隔時間為 6 個月；  
   c. 若為疫苗接種後確認抗體，需於首次接種後至少 1 個月再進行檢測；  
   d. 若上一檢驗已報告抗體滴度達到臨床上可接受的保護水平（≥10 IU/L），則不得再次申報；  
   e. 重複申報需附上前一次檢驗報告與臨床理由說明。  

4. 特殊注意事項  
   a. 檢驗必須使用台灣國家衛生署核定之標準化抗體檢測試劑；  
   b. 任何結果報告須明確列示滴度值、檢驗批號、檢驗時間與結果解釋；  
   c. 若檢測結果為陰性（<10 IU/L），醫師應依病情評估是否需追加接種或進一步檢驗；  
   d. 若檢驗結果為陽性且伴隨 HBV DNA 或肝功能異常，需立即報告並進行進一步評估；  
   e. 所有文件電子化申報時，請確保檔案完整、無缺失並附上電子簽章，以符合全民健康保險電子申報規範。"
